"","R_tm1","R_tm2","UpDown"
"1",0.812394033387133,-0.119348928251643,"1"
"2",0.0158047099652389,0.813649439128843,"1"
"3",0.653810344793967,0.0171000205834633,"-1"
"4",-0.590650309081215,0.655073694732674,"-1"
"5",-1.00425826336614,-0.589324618301049,"1"
"6",0.543266526380154,-1.00291185303343,"-1"
"7",-0.618119704556226,0.54453541397458,"1"
"8",0.123294544221459,-0.616792637705854,"1"
"9",0.569638767723784,0.124584470172281,"-1"
"10",-0.327091488553436,0.570906334209575,"1"
"11",0.484618380820291,-0.325779000664494,"-1"
"12",-1.6375700829779,0.485890206374012,"1"
"13",1.28713962548188,-1.63619194710079,"-1"
"14",-0.378460837695295,1.28837124900147,"1"
"15",0.592481627719786,-0.377145776475938,"1"
"16",0.160810663685367,0.593748049900123,"1"
"17",-0.00677580864200811,0.162098710278696,"-1"
"18",-0.71314691080564,-0.00547936686023413,"1"
"19",-0.0332516292796302,-0.711815083599061,"-1"
"20",-0.6706111978504,-0.0319538612004504,"1"
"21",-0.0633212692543701,-0.669281501456176,"-1"
"22",-2.7182051287677,-0.0620219948466033,"-1"
"23",-0.449774495462411,-2.71677285883833,"1"
"24",0.880057464631878,-0.44845586180915,"-1"
"25",-1.35321242586877,0.881309480796564,"1"
"26",-0.0693154700648614,-1.35184853479366,"-1"
"27",-0.806775443157688,-0.0680158953796039,"1"
"28",1.45474815494343,-0.805438925661003,"1"
"29",0.293809840227943,1.45597138216963,"-1"
"30",-0.287982795446114,0.295091224271875,"1"
"31",0.816283328048285,-0.286672266694112,"1"
"32",0.503761445485942,0.817538538957076,"-1"
"33",-0.0795059266462182,0.505032312074222,"1"
"34",1.0577525163117,-0.0782058414734365,"1"
"35",0.590433118464969,1.05899563090203,"1"
"36",0.256542713688806,0.591699643264694,"1"
"37",0.319023343288721,0.257825964617014,"-1"
"38",-0.33509562626859,0.320303464270625,"1"
"39",0.562257986944968,-0.333782737415039,"1"
"40",0.0677246166511066,0.563525923168511,"1"
"41",-0.0647659231562776,0.0690173263589196,"-1"
"42",-0.295034132640827,-0.0634665763790553,"1"
"43",0.368059476588795,-0.29372325065444,"-1"
"44",-0.143390276898978,0.369337141121954,"-1"
"45",-0.1744953243974,-0.142086991460974,"-1"
"46",-0.274460844486956,-0.173190480762415,"1"
"47",0.595099351725238,-0.273150993112577,"-1"
"48",-0.478102043531517,0.596365642771564,"-1"
"49",-0.937581174804496,-0.476781990819182,"1"
"50",0.411159479980431,-0.936238104638304,"1"
"51",0.0453326809208032,0.412434985433293,"-1"
"52",-0.86050853022067,0.0466265123451694,"-1"
"53",-0.165366436343998,-0.859169320982908,"1"
"54",0.919144264538528,-0.164062050017616,"1"
"55",0.100092118344619,0.920394322663007,"1"
"56",0.575941401807583,0.101383206613229,"-1"
"57",-0.134550342143227,0.577208652565021,"-1"
"58",-1.1319138191402,-0.133247499538807,"-1"
"59",-0.835877595703636,-1.13056101394499,"1"
"60",0.965212271589868,-0.834539620344324,"-1"
"61",-2.21124845679142,0.966460021952897,"1"
"62",1.06359221614754,-2.20984158268747,"-1"
"63",-0.408446615242955,1.06483503820006,"-1"
"64",-0.440088459328467,-0.407130051896072,"-1"
"65",-1.82477427858222,-0.438770310893956,"1"
"66",-0.0707031114968572,-1.82338676477336,"1"
"67",1.40632654321061,-0.0694034672981649,"-1"
"68",-0.278520231673867,1.40755219610131,"-1"
"69",-2.07325467849471,-0.277210176945841,"1"
"70",2.23959025727996,-2.07185471714307,"-1"
"71",-2.80583108854014,2.24077416810277,"-1"
"72",-1.58687953929337,-2.80439442901754,"-1"
"73",-2.25084347295598,-1.58550394274213,"1"
"74",0.137575733966877,-2.2494346153529,"-1"
"75",-1.14342854395244,0.138864944506261,"1"
"76",-0.0521973439590071,-1.14207516193094,"1"
"77",1.63377438126213,-0.0508986268005684,"1"
"78",1.13860915557591,1.63498864022923,"1"
"79",2.51921670492091,1.13984821967985,"-1"
"80",-1.03741587192285,2.52038660795007,"1"
"81",1.55691983253356,-1.0360678005708,"1"
"82",0.862110578385558,1.55813794150365,"-1"
"83",-0.270112704832482,0.863363493593526,"1"
"84",1.50870008604298,-0.268803071276709,"-1"
"85",-0.254729135471653,1.50992061056518,"1"
"86",0.753149289641212,-0.253420272550658,"1"
"87",1.4812159337414,0.754407663228604,"-1"
"88",-0.087122594734143,1.48243783507305,"-1"
"89",-0.445895379092173,-0.0858221280069134,"1"
"90",0.683055670046087,-0.444576939761953,"1"
"91",0.428289176566541,0.684317554949978,"1"
"92",-0.025122288210342,0.429563823912965,"1"
"93",0.341562432437111,-0.0238249273677922,"1"
"94",0.0208185535141325,0.342841424330861,"-1"
"95",-0.164169513664716,0.0221136129655363,"1"
"96",-0.00125756595782333,-0.162865187297776,"1"
"97",-0.039583760614158,0.0000385993894235748,"1"
"98",0.0259385295276837,-0.0382856753289706,"1"
"99",0.608071323749992,0.0272333324955965,"-1"
"100",-0.270050204673721,0.609336964969705,"1"
"101",0.188951881780511,-0.268740574248873,"1"
"102",0.621695584775457,0.190238518648904,"1"
"103",0.307663951181103,0.622960543492357,"-1"
"104",-0.223592234538631,0.308944641207967,"1"
"105",0.299973654267893,-0.222284931410305,"-1"
"106",-0.407861475832817,0.301254729537616,"-1"
"107",-0.975213129282501,-0.406544941798297,"1"
"108",0.773566526881744,-0.973868173956099,"1"
"109",0.426862884315649,0.774823877674445,"-1"
"110",-0.225145268692536,0.428137603111707,"1"
"111",0.148988785920386,-0.223837887765481,"-1"
"112",-1.03175540430146,0.150277424726739,"-1"
"113",-0.10285872246811,-1.03040761650865,"-1"
"114",-2.23536184256487,-0.101557467444809,"1"
"115",0.528900108954041,-2.2339537605089,"-1"
"116",-2.21718331288735,0.530169716229357,"-1"
"117",-0.910801065099161,-2.21577614147877,"-1"
"118",-1.19486871390784,-0.909459336473635,"1"
"119",2.62217197559447,-1.19351275500818,"1"
"120",3.10693064427928,2.62333672111369,"1"
"121",0.533448652738786,3.10807110597464,"1"
"122",0.43290699096963,0.534718032156318,"1"
"123",0.159747964038033,0.434181406988181,"-1"
"124",-0.0898159755307663,0.161036063866946,"1"
"125",0.366616436369471,-0.0885153738795239,"1"
"126",0.0426660028249928,0.367894173191248,"-1"
